Video Name,Channel Name,User Name,Comment,Likes,Date,Score,Status Level,Triggered Keywords
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@kj-dr4of,This doc is so good I rewatch it every time I need to feel something,6,2024-12-03T21:21:41Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@slaveNo-4028,"its crazy, he has such a baby face like it could do no wrong, and then being so vile. I really always gotta remind myself that appearances can be absolutely deceiving, in both directions.",1,2024-12-03T17:23:35Z,3,Safe,baby
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@nickbaker7662,"Fucking adverts!!! Stop it, one every 2 minutes",0,2024-12-03T08:31:07Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@yennaow,"My brother had Antisocial Personality disorder. He grew out of it. One of the nicest guys I know, now. Hes heading for thirty. Nightmare of a teenager, ill tell you what",2,2024-12-01T23:21:50Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@samuellea6688,What's this fellas moustache doing? Coming out his nose!!!,0,2024-11-30T15:29:24Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@bobsnob9246,A literal feature film  😭,0,2025-10-11T23:19:07Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@patrick-c8d7r,"I haven't lived in the Toronto area for several years but remember people complaining about Indian immigrants starting back in the 1970s , there was never any shortage of Indian immigrants in Canada , even in very remote areas you find Indians and other Asians . They have become the majority in several large cities , somehow it seems like the original populations that built a city gets pushed out , happens fast too .",1,2025-10-11T22:59:22Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@EmulatorNoob,"53:27 yep, and it's not surprising, considering the fact that Zionists see all non-jews as subhuman",0,2025-10-11T18:48:25Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@AndyGarcia-rz7di,I hate India,2,2025-10-11T16:40:05Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@monke-i2i,11:59 btw japanese govt decided to bring 500k indians to japan in a span of 5 years. cause their population is declining.,0,2025-10-11T15:40:05Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@monke-i2i,4:13 why the f is shiv literally sucking that demon?💀💀💀💀💀,0,2025-10-11T15:34:34Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@DanielleWillis-d1y,There are TONS of non white furries…,0,2025-10-11T15:34:18Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@SHAHBAZJUTTX,1:10:40 Actually they have done this with Pakistani People many many times,0,2025-10-11T11:30:21Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@slowmobius5064,"Hey Japan, Germany here .. don't do it",0,2025-10-11T10:32:14Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@0spacesuicide,"Bro my great grandparents were from India, and I still feel immense shame that im ""Indian"". Im embarrassed even to go out bc Indian ppl are so fkn disgusting, annoying and think they're the best when they're the least likable. Dating for me has also been non existent as a Floridian. I don't even try anymore bc ik the rep they give all of us. White ppl are right for ""being racist"" to them. Indians in public always embarrass tf outta me too.",3,2025-10-11T09:02:23Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@allistercrowleyfanclub,I cant do this shit man. India is on level 1 civilization and should be quarantined until they fix their shit internally.,0,2025-10-10T23:44:24Z,5,Suspicious,shit
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@anecro,"Deodorant isn't needed 100% of the time, but you gotta use it like 50% or 30% of the time if you don't shower daily or something. Perfume's the same deal except I'd argue one or two hits before going outside is pretty important, so overall slightly more use I guess. Saying ""I don't need it"" is crazy regardless of how much you look after yourself, you wanna smell nice generally, pure soap after a bath wears off like after 3 or so hours, it doesn't last.",0,2025-10-10T22:53:47Z,2,Safe,yourself
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@pixildot,It's not Abt the tradition or culture bro it's all Abt religion. Evil religion,1,2025-10-10T20:57:16Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@kinjalbanerjee-g6z,I cant take this shit no more.. I AM STUCK IN THE MIDDLE OF ALL THIS,0,2025-10-10T17:27:35Z,5,Suspicious,shit
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Jason-sam123,"Indian Hindus will conquer Canada, uk , australia & gulf countries",0,2025-10-10T16:42:41Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@bossvinugamer3405,"As an Indian it's not us they are some other part of countries like Sri Lanka, Pakistan, Bangladesh, Bhutan,  and Nepal",0,2025-10-10T16:28:44Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@sameeramir2377,"Indians also support Israel who are commiting genocide, crazy brainless people",3,2025-10-10T14:02:58Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@CookieDumCat,"I remember there was a viral news in my country Indonesia, some Indian tourists (I think they're a family) stole everything at the villa where they stayed for vacation at Bali. Like hair dryers, coat hangers, lamp, some flower-pot, etc. Management caught them up at the parking lot, almost ran away. They're not admitted at first but gave them up in the end after we threatened to hand them over to the authorities.",1,2025-10-10T12:58:28Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@sourzebra9289,Immigration is destroying diversity by turning the entire world into India duplicates.,0,2025-10-10T11:48:45Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@techgenie21,"8:05 they said ""I'm a hijda"" not hi*er , it means same as transgender in india 😭",0,2025-10-10T05:05:47Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@GreenFart174,America did not make the English language that was ENGLAND,1,2025-10-10T00:45:28Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@RainDB1213,if you wanted to go to any third world country you would at least need someone you trust from that country as ur guide,0,2025-10-09T22:29:50Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@barsozuguler4300,"Seeing one nation makes soap out of what other nations to produce fertiliser. 
We are clearly living in a matrix for sure",0,2025-10-09T20:54:27Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@MML-gk5xc,Soon they will mix and it will be worse culturally. And their mixing only goes in one direction because they will never let a white man or a black man or even a yellow man marry one of their women but they will not hesitate to marry or rape yours. or simply have fewer children than the natives and take over the country. Not to mention that they will club together and buy all the businesses and groceries to make a monopoly and only bring in their entourage and their compatriots. Good luck. Woke culture and leftism have killed traditions now it will assimilate all foreign bodies until it is itself changed into what it has assimilated…,0,2025-10-09T20:46:14Z,15,Dangerous,rape
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Tod_x,"How my parents still think India looks today: 1980s Indian singing with Himalayas icy peak mountain range, clean like in Switzerland as a background(Uttarakhand, Himachal Pradesh)
reality:",0,2025-10-09T19:57:14Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Tod_x,"22:20
instead of doing it on their wife, they do it on random foreigner. I bet they don't even have wife with that kind of attitude, wife will be irritated of getting touched 24/7",1,2025-10-09T19:47:20Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@ashyoutube5111,"views getting low 
oh lets make videos on Indians 🔥🥀",2,2025-10-09T17:38:58Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@WhiteWolf-lp2in,Indians are demons,0,2025-10-09T15:28:49Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@WhiteWolf-lp2in,"the issue is that there so many of it, how to save the world from them is an issue and all the countries are continuing to import them in, the indians need to be stopped. Not just they are dirty but also kill people in their country.",0,2025-10-09T15:25:24Z,5,Suspicious,kill
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@WhiteWolf-lp2in,lols,0,2025-10-09T15:23:39Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@A.M.Noon94,"""you need to respect our culture"".

I refuse to show respect to those who play in literal shit.",1,2025-10-09T12:36:39Z,5,Suspicious,shit
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@kingarmish,"I think with this many ever growing Indians and Hindus, we need a good painter for them too!",0,2025-10-09T11:10:22Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@cm3.redeye42,I hated indians before it was cool.,0,2025-10-09T10:48:19Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@EsauistheCaucasian,"edomites are something else. They have gaslighted the world into calling each other ""minority"" , while they're actually the ACTUAL MINORITY on the earth.",0,2025-10-09T08:33:05Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@bestclipsan,As a Indian I also don't know these  website exist,0,2025-10-09T07:26:01Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@rustym.shackelford5546,"Elon Musk: ""H1B Visa-Land""",0,2025-10-09T05:21:26Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@rogan8289,"As an indian watching this, I used to think why foreginers hate Indian so much calling people Poopjeet and all, Now I have to say people like them should not be anywhere, not even in India, we should throw them somewhere else. Yes, people of India lack civic sense and basic hygine stuff, and I think people are getting aware of it. I think there should be some class that people have to attend, there they learn about basic hygine, civic sense, and basic decency before applying for working visa or other visa. Hell, there should be a local teaching in schools in India teaching that stuff. I'm really frustrated because if I have to go to travel or work abroad, I have to get use to getting racist stuff because of these kind of people! but I can say that if you go to developed parts of India, you will be seeing majority of educated people who knows basic human decency. but at the contrary I will say some stuffs are made up in this video. like that uber driver 24:17 , That guy is not Indian I can say that because of his accent, Indian people don't talk like that, even an auto-rikshaw drivers and beggars don't talk english in that type of accent and I know for a fact. 18:20 and Talking about Japan, I LOVE their culture, there will be some backlash of indians going there but there's a win win for both countries, in that other video he's only showing half of the article to disinform you people, the exchange is happening to address Japan's severe labor shortages caused by an aging population and a declining workforce. And what will india get from it? their advanced it stuff I don't know about much, in short, we are giving them people and they are giving us technology. and it's only happening cause US government is being hostile to India calling us dead economy, and to Japan forcing them to do ""trade"" with getting short end of the stick, and people of japan were furious about it. So, when it was time to do ""trade deal"" with America, Japan didn't go to US and on that day or next day (if I remember correctly) this India-Japan trade happened. Japan's Prime Minister resigned after doing US - Japan Trade deal. And calling India a ""dead economy"" just because they didn't do ""trade"" with one sided benifit, and didn't nominate for noble price, because US didn't do anything in conflict of India-Pakistan war, got their ego hurt and showing tantrums (50% tarrif), really shows hostility towards India, and so many fake remarks from US government officials just make me so angry. but thanks to that BRICS bonds got stronger (add Japan in it too). About that 32:08 Cowpathy product, first time hearing that brand and trust me most of the Indian's don't give a cowdunk, stuff like that will probably only attract boomers and gen X, which is sad cause people sell anything to people using name of ""tradition"" ""ancient wisdom"" and using their emotions for profit, I really hate it. And that website 33:42 have products sold out probably they don't have any of the product lol... I mean look at their reviews, if you can find any in product page. in short people are doing stuff for attention like eating ""cowdunk"" with egg and all it's disgusting even for most of the indians. anyways I'm 36min into the video and will watch it later and update this comment later as I watch.",0,2025-10-09T05:15:01Z,1,Safe,love
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@MrSleepyCat209,"Indians deserve all the hate and racism of the world. They are all rapists and scammers, each and everyone of them. Such a disgusting race of scums.",3,2025-10-09T05:08:21Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@AliSY500,I haven’t seen half of this shit,0,2025-10-09T03:40:02Z,5,Suspicious,shit
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@huh-9494,Over confidence is fuckin crazy bruh,0,2025-10-09T00:52:28Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Kamalost,The world’s toilet,0,2025-10-08T21:33:24Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@fatnbald_e,36:23 bro couldn't find better candidate of shit eater than puneet .. he is well known for his trolls and weird behavior .. ugh not a fan of shit n piss enjoyer myself i can tell you dat.,0,2025-10-08T21:04:23Z,5,Suspicious,shit
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@fatnbald_e,oof earth fatigue is real,0,2025-10-08T20:52:37Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@fatnbald_e,21:50 — Let’s repackage it and sell it to Westerners by calling it the 'Festival of Colors.,0,2025-10-08T20:43:40Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@nk1952,stereotypes are earned for a reason.,0,2025-10-08T19:49:56Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Vickyboy-rt6oz,I am indian but I hate indian,0,2025-10-08T18:56:54Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@tbonegrady,Taking a night jog in Harran is probably safer than being a woman in India.,0,2025-10-08T17:50:37Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@yaanas7753,"White fatigue: Whites wear their shoes inside their house and on their beds. And wipe their ahh with a paper and not clean it with water. Most of the Karen videos i see on the internet are of whites. Make a video of that titled ""white fatigue"". 
The Indians that he mentioned in the video is not how all Indians act. Its just some of them. But all the white people do the shit i mentioned.
The Indians in this videos are from rural areas and they are not that well educated or financially good. They do not represent the whole India. I'm from India and none of the people ik like my family or friends do nasty stuff like litter etc. Most of the people here don't eat those street food. Internet is a place where negative things go viral. India has a huge population you're gonna find all kinds of people here in large numbers. A good chunk of them are from rural areas and these are the ones who go viral. 
I mean you can find a lot of negative stuff on the internet about all the races, maybe more about the Indians. But that doesn't mean generalize the whole community. That thumbnail called ""poop"" was just straight up racist.",0,2025-10-08T17:35:50Z,5,Suspicious,shit
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@EtherealKomorebi,"As an Indian, I wish the next Hiroshima and Nagasaki is India",1,2025-10-08T15:30:25Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@k1ng1144,"THE MOST DISGUSTING ""PEOPLE"" ON EARTH",0,2025-10-08T13:17:12Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@SOUL.-_-,"Remember, they are gonna be the future of your country. And they're gonna bring all that nasty stuff two Western countries, and you guys can't do anything. This is in their Lindu culture. 



Good luck. 😅",0,2025-10-08T13:09:12Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@josephsam123-s7o,"Even, lot's of Hindus create fake I'd with chris-tian or muslims name to a-buse 
others 
So that they can blame christian or muslims 
I have seen this 
Lot's of cu-rry abuse other with fake christian id or muslims id",1,2025-10-08T06:44:09Z,8,Suspicious,abuse
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@josephsam123-s7o,"Cultural heritage of Indian Hindus 

K_illing of other faiths people's for cow beef 

Forcing other faiths people's to chant their religious slo-gans 

Too much R_acism against other's religious people's even , Hindus ra-cist to their own religious people's

Playing victim card 

Eating 💩 🍛 & s_hitting everywhere 

Treat white woman as po-rn star 

Ra-pe of white woman,  lizard , cow, dog, even own biological mother 

Harr-assing to women 

Openly p-ooping on the beach, street, railway track even at the bank of road too

Sc_amming people's & running lot's of call centers 


💩 ball throwing culture 


Too much corruption 

Throwing of garbage everywhere 
Like in the river or sea or lake 
, at the bank of road too 

During bathing, peeing in the river or sea or lake 

They celebrate a festival may be  they called it holy where they apply colour to every people even to  other 
Religious people's too 
 During this festival, they touch private part of women 
I have seen this in a video 


If any other religions people's denie to apply colour then those hindus will beat him 

A_busing other religions in social media everytime 

Threating other religions people 

& Many more 

This ba-stards  are very dirty",0,2025-10-08T06:41:07Z,10,Dangerous,"private, touch"
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@josephsam123-s7o,Canada is new hindu nation,0,2025-10-08T06:25:08Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Alvi_Music-100,"Pakistani Airforce Shot Down 7 Indian Jets 
Score was 7:0 
Destroyed their Defense System & 20+ Airbases 
Their Whole Airforce were Grounded for 2 Days 😂

Then they begged Donald Trump for Ceasefire 😂😂 

They Lost Badly from Pakistan 🇵🇰 
Militarily & Diplomatically too! 

India is Completed Isolated by Pakistan.. 💯",0,2025-10-08T06:09:32Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@CHIEFTHEPIRATEHUNTER,Can’t wait to see a white fatigue one….,1,2025-10-07T22:34:35Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Brklynking23,He spoke nothing but the truth,1,2025-10-07T21:27:46Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@zara_mmohammad7,"a bunch of racists projecting their hatred and insecurity. obviously it's a majorly populated 3rd world country, but you know NOTHING off our countyr, and my begging it with all these videos and constantly posting abt us is a reach.",3,2025-10-07T19:32:34Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@arky_yt,you know its normal for them like how its normal for yall to use TOILET PAPER! NOT WATER ITS DISGUSTING AND UNCLEAN,0,2025-10-07T18:07:08Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@VictoriaL0V3,1:32:17  🤣,0,2025-10-07T18:02:40Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@sad_vibz,So then us Indians are gonna get bad comments wherever we go just because of all these morons man... what a drag 🥀😭,0,2025-10-07T17:26:22Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@SimonGion,KICK FATIGUE,0,2025-10-07T15:49:43Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@docmcfly3933,The main causes of all of this are rampant narcissism and greed.,0,2025-10-07T15:24:53Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@rajschaudhry,I'm an Indian and I love eating hair and recording it and sharing it online mmmm yummy in my tummy,2,2025-10-07T14:30:47Z,1,Safe,love
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@NounouMadi-b8o,Big mess🪳🪳🪳🪳 everywher,1,2025-10-07T14:18:11Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@ekansh_porwal.07,"had the guy shown some other brand like fogg or denver then they woulda recognised it as deo, most people dont know what old spice is in india cuz it isnt that popular and produced",0,2025-10-07T14:01:39Z,5,Suspicious,old
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@games.saga11,They hate Palestinian because Pakistan is a Muslim country and Indians have rivalry with Pakistan... so this is why Indians hate  Islam and all Muslim countries,1,2025-10-07T12:00:50Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Unimportant,India could send 2 million people to every country in the world and they would still have more than a billion people left over in their country.,4,2025-10-07T11:50:47Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@23yendou,"its so sad how we are taught whole life how people are equal and not to be racist and equal rights and opportunities and so on. Then everybody ever in history has to find out the reality the hard way. Statistics and demographics dont lie, trust your experience and guts and throw away any kind of modern correctness. Else you end up like poor brits. Civilization is at evolutionary threshold and we have to shed all the bad off our shoulders to move on.
Im pretty sure some 60K years ago, there were attempts to humanize neanderthals and it backfired every time, else they wouldnt be extinct.",0,2025-10-07T11:38:26Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@23yendou,"its so sad how we are taught whole life how people are equal and not to be racist and equal rights and opportunities and so on. Then everybody ever in history has to find out the reality the hard way. Statistics and demographics dont lie, trust your experience and guts and throw away any kind of modern correctness. Else you end up like poor brits. Civilization is at evolutionary threshold and we have to shed all the bad off our shoulders to move on.
Im pretty sure some 60K years ago, there were attempts to humanize neanderthals and it backfired every time, else they wouldnt be extinct.",1,2025-10-07T11:38:14Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Anglovox,"I simply LOATHE having these smelly,  unwashed, dirty-butt, poopy-fingernailed lowlife brownskins anywhere NEAR me!!!!",3,2025-10-07T11:17:17Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@lml7,"I would call this karma in their own words. They mistreat and lynch the minorities. This sh*t exploding in their faces now is thanks to their current dear government which is actually exposing a lot of these right wing extremists. This current government also has very close ties to the currently exposed (blue&white flag) oppressors too. They use the same tactics in politics and are absolutely barbaric, just like their mentors.",0,2025-10-07T10:21:30Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@DollHena,"Being a Muslim in india and you say these in public
""Ganga is not pure""
""Cow dung and Urine is bad/not safe""
""Girls are groped in Holi""
then you are branded anti national and in major cases you will not see another day again.

In India they will ask religion/caste/ethnicity first before making a decision 
If you belong from a majority then you can get away with anything.",1,2025-10-07T08:42:05Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@mohandhanoa4797,"Afghans have sex with goats , American Hilbillies screw all kinds of animals .People all over the world have perverts among them , including Indians .",2,2025-10-07T08:16:14Z,8,Suspicious,sex
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@CAESVR,"36:07 😂😂😂 why not, right?",0,2025-10-07T07:47:03Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@professorchadwise3620,"Well Higly Educated Indians Don't Do This Shit This People Who are list educated and poor who are not On This Side Of the Internet, Do This types of Shit.",0,2025-10-07T07:09:38Z,5,Suspicious,shit
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@h3ll0gudbye,Idk why I thought watching this while eating my dinner was a good idea. I'll have to come back later coz I can't.,0,2025-10-07T06:18:45Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@potatoalucard,"its mostly indians who are uneducated, the educated ones have left",0,2025-10-07T05:36:01Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@bradmarkus7768,Fun fact. 65% of India isn't even on the Internet yet,0,2025-10-07T05:26:49Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@KonglengLee-t6l,"Saw an indian couple at pub in SEA. Ask "" where r u guys from "" and his reply "" i am canadian "" with an indian accent",1,2025-10-07T03:49:32Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@lilithclaws832,@47:31 That is never going to happen in Japan.Japanese are angry blind sided by ishiba wanting to allow hundreds of indians to enter the countryy.Glad that insane plan was discarded.,1,2025-10-07T02:39:38Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@cabezadepija7318,their country is literally a giant open landfill or sewer 🤢,0,2025-10-07T02:04:24Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@mrtokerarchvile8252,"WTF if you ask ChatGPT, it will tell you they are not the norms and I’m like they’re not it surely look like they were cause you couldn’t stick a midget into that crowd even if you wanted to.",0,2025-10-06T23:20:00Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@mrtokerarchvile8252,28:29 what’s the matter I don’t see the problem and shitting on the floor so what in my country we could grab my shit and shove it in your face if I want to.. could say my country is a blessing… let me tell you a story. Oh animals are special. Do you support or a family because we like to drink shit… sounds like Satan worshiping over there. Continue drinking shit people and get the F out of my country.,0,2025-10-06T23:11:19Z,6,Suspicious,"shit, want"
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@NN-rd7dg,Sorry I cant finish the video.,0,2025-10-06T21:08:42Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@NN-rd7dg,Bruh,0,2025-10-06T21:01:27Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@ihateeverything666,Easy way to do to a Indian accent is to replace all you T's to D's. Now you won't be able to unheard it lol😂😂,1,2025-10-06T20:57:27Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@jzargothekhajiit5722,They will help japan repopulate since the government wants em there. India winning lmao!,0,2025-10-06T20:49:13Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@xoradivided7950,he said hijra not hilter. hijra means intersex.,1,2025-10-06T19:38:25Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@ayylien,"""Highly Skilled Indians"" is code word for ""cheaper labor that will replace you with incompetent diploma mill workers"".  Replaced by AI = Replaced by (A)nother (I)ndian",0,2025-10-06T17:14:07Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@PAPA-fx3jw,33:06 lol,0,2025-10-06T16:47:37Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@nickg422,"Indian people find stuff like the barber disgusting as well you know that, right?",3,2025-10-06T15:58:47Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@sirius99-9,"Bro, I have a plan to visit Sri Lanka. Is it a bad idea?",1,2025-10-06T15:45:18Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Stimlu94,I knew indians loved 💩 but I didn't know it was this bad. 🤮🤮🤮,0,2025-10-06T14:54:57Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@hannibalyin8853,"2:20 ""some practices that by a western standard are just very strange"", change that ""western"" to ""human"" thank you!",0,2025-10-06T14:31:15Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Coolman1856-_-,"bro should have read that gorhaba festival is only done is a little village in india that i dont even know of (i did not know and im sure majority of india also doesnt know such festival exsisted before watching indian fatigue). India is a clusterf*k of festivals and culture but let me tell u that all the nasty stuff shown here isnt even our culture, those are some people who need basic,civic education)",0,2025-10-06T14:27:38Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Katiecs,"Where I live we have a large population of Indians. The only issues I've had with them is their shit driving skills and their men just being creepy af. Their neighborhood is right next to my kids school and there have been a few times when I passed little india and had a man stare me down like I had no business walking ""their"" sidewalk.  Just mean mugging white women with their arms crossed and staring like weirdos. My husband (a plumber) does service calls and he hates when he has to go to their homes. They stink, are messy and will hover over him ( uncomfortably close) as hes working. Other than that they have been quiet and have kept their mess inside for the most part thankfully. They just need to realize that they moved from india and if they want that culture here it's NOT  happening. You WILL deal with my white ass walking by and you will just have to get tf over it. People from other countries need to stop moving here and thinking they can change America. If you want the country you moved from maybe you should have, idk, stayed there....",1,2025-10-06T14:08:24Z,6,Suspicious,"shit, want"
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@bibeeeek,Transgender statue? My f-ing god you guys are pathetic. The level of misinformation and propaganda is insane.,0,2025-10-06T12:57:34Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@bibeeeek,"""Indian fatigue"" and its just internet videos of far away Indians. Shut the f up you clowns.

Edit: also cases of people paid to do disgusting shit is just so obvious. You guys are super desperate.",0,2025-10-06T12:53:39Z,5,Suspicious,shit
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@vladdracul2379,"22:05

You are thinking like a Western man. That's why you don't understand.",0,2025-10-06T10:00:11Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Paradox_xcv,Still better than obese america 😅,0,2025-10-06T08:46:25Z,0,Safe,
